"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000092727","Mir3062","microRNA 3062 [Source:MGI Symbol;Acc:MGI:4834234]"
"ENSMUSG00000050555","Hyls1","hydrolethalus syndrome 1 [Source:MGI Symbol;Acc:MGI:1924082]"
"ENSMUSG00000025427","Rnf165","ring finger protein 165 [Source:MGI Symbol;Acc:MGI:2444521]"
"ENSMUSG00000032380","Dapk2","death-associated protein kinase 2 [Source:MGI Symbol;Acc:MGI:1341297]"
"ENSMUSG00000087790","Gm25970","predicted gene, 25970 [Source:MGI Symbol;Acc:MGI:5455747]"
"ENSMUSG00000076674","Ighv3-8","immunoglobulin heavy variable V3-8 [Source:MGI Symbol;Acc:MGI:3645298]"
"ENSMUSG00000095424","Gm24416","predicted gene, 24416 [Source:MGI Symbol;Acc:MGI:5454193]"
"ENSMUSG00000019979","Apaf1","apoptotic peptidase activating factor 1 [Source:MGI Symbol;Acc:MGI:1306796]"
"ENSMUSG00000049760","2410015M20Rik","RIKEN cDNA 2410015M20 gene [Source:MGI Symbol;Acc:MGI:2442174]"
"ENSMUSG00000099222","Mir7213","microRNA 7213 [Source:MGI Symbol;Acc:MGI:5530759]"
"ENSMUSG00000026238","",""
"ENSMUSG00000074403","Hist2h3b","histone cluster 2, H3b [Source:MGI Symbol;Acc:MGI:2448351]"
"ENSMUSG00000103833","Gm37610","predicted gene, 37610 [Source:MGI Symbol;Acc:MGI:5610838]"
"ENSMUSG00000065808","Gm23037","predicted gene, 23037 [Source:MGI Symbol;Acc:MGI:5452814]"
"ENSMUSG00000003235","Eif2b5","eukaryotic translation initiation factor 2B, subunit 5 epsilon [Source:MGI Symbol;Acc:MGI:2446176]"
"ENSMUSG00000069020","Urm1","ubiquitin related modifier 1 [Source:MGI Symbol;Acc:MGI:1915455]"
"ENSMUSG00000051198","4930548G14Rik","RIKEN cDNA 4930548G14 gene [Source:MGI Symbol;Acc:MGI:1922531]"
"ENSMUSG00000033530","Ttc7b","tetratricopeptide repeat domain 7B [Source:MGI Symbol;Acc:MGI:2144724]"
"ENSMUSG00000020817","Rabep1","rabaptin, RAB GTPase binding effector protein 1 [Source:MGI Symbol;Acc:MGI:1860236]"
"ENSMUSG00000089539","Gm25160","predicted gene, 25160 [Source:MGI Symbol;Acc:MGI:5454937]"
"ENSMUSG00000042045","Sln","sarcolipin [Source:MGI Symbol;Acc:MGI:1913652]"
"ENSMUSG00000032739","Pram1","PML-RAR alpha-regulated adaptor molecule 1 [Source:MGI Symbol;Acc:MGI:3576625]"
"ENSMUSG00000102548","Gm16701","predicted gene, 16701 [Source:MGI Symbol;Acc:MGI:4439625]"
"ENSMUSG00000024232","Bambi","BMP and activin membrane-bound inhibitor [Source:MGI Symbol;Acc:MGI:1915260]"
"ENSMUSG00000091764","Zfp964","zinc finger protein 964 [Source:MGI Symbol;Acc:MGI:3646490]"
"ENSMUSG00000020752","Recql5","RecQ protein-like 5 [Source:MGI Symbol;Acc:MGI:2156841]"
"ENSMUSG00000099227","Mir8114","microRNA 8114 [Source:MGI Symbol;Acc:MGI:5530764]"
"ENSMUSG00000063846","",""
"ENSMUSG00000100291","2310069B03Rik","RIKEN cDNA 2310069B03 gene [Source:MGI Symbol;Acc:MGI:1916902]"
"ENSMUSG00000077369","Gm23485","predicted gene, 23485 [Source:MGI Symbol;Acc:MGI:5453262]"
"ENSMUSG00000030302","Atp2b2","ATPase, Ca++ transporting, plasma membrane 2 [Source:MGI Symbol;Acc:MGI:105368]"
"ENSMUSG00000057654","Olfr328","olfactory receptor 328 [Source:MGI Symbol;Acc:MGI:3030162]"
"ENSMUSG00000020917","Acly","ATP citrate lyase [Source:MGI Symbol;Acc:MGI:103251]"
"ENSMUSG00000036599","Chst12","carbohydrate sulfotransferase 12 [Source:MGI Symbol;Acc:MGI:1929064]"
"ENSMUSG00000020520","Galnt10","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 [Source:MGI Symbol;Acc:MGI:1890480]"
"ENSMUSG00000087450","Gm13994","predicted gene 13994 [Source:MGI Symbol;Acc:MGI:3651835]"
"ENSMUSG00000002504","Slc9a3r2","solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2 [Source:MGI Symbol;Acc:MGI:1890662]"
"ENSMUSG00000092123","Gm17581","predicted gene, 17581 [Source:MGI Symbol;Acc:MGI:4937215]"
"ENSMUSG00000071662","Polr2g","polymerase (RNA) II (DNA directed) polypeptide G [Source:MGI Symbol;Acc:MGI:1914960]"
"ENSMUSG00000024079","Eif2ak2","eukaryotic translation initiation factor 2-alpha kinase 2 [Source:MGI Symbol;Acc:MGI:1353449]"
"ENSMUSG00000105925","Gm43846","predicted gene 43846 [Source:MGI Symbol;Acc:MGI:5663983]"
"ENSMUSG00000089827","1700023H06Rik","RIKEN cDNA 1700023H06 gene [Source:MGI Symbol;Acc:MGI:1916692]"
"ENSMUSG00000046275","Tusc5","tumor suppressor candidate 5 [Source:MGI Symbol;Acc:MGI:3029307]"
"ENSMUSG00000043090","Zfp866","zinc finger protein 866 [Source:MGI Symbol;Acc:MGI:3584369]"
"ENSMUSG00000079017","Ifi27l2a","interferon, alpha-inducible protein 27 like 2A [Source:MGI Symbol;Acc:MGI:1924183]"
"ENSMUSG00000087872","Gm26098","predicted gene, 26098 [Source:MGI Symbol;Acc:MGI:5455875]"
"ENSMUSG00000028393","Alad","aminolevulinate, delta-, dehydratase [Source:MGI Symbol;Acc:MGI:96853]"
"ENSMUSG00000049107","Ntf3","neurotrophin 3 [Source:MGI Symbol;Acc:MGI:97380]"
"ENSMUSG00000088218","Gm22078","predicted gene, 22078 [Source:MGI Symbol;Acc:MGI:5451855]"
"ENSMUSG00000024193","Phf1","PHD finger protein 1 [Source:MGI Symbol;Acc:MGI:98647]"
"ENSMUSG00000031145","Prickle3","prickle planar cell polarity protein 3 [Source:MGI Symbol;Acc:MGI:1859635]"
"ENSMUSG00000106269","4930580E04Rik","RIKEN cDNA 4930580E04 gene [Source:MGI Symbol;Acc:MGI:1923106]"
"ENSMUSG00000006390","Elovl1","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 [Source:MGI Symbol;Acc:MGI:1858959]"
"ENSMUSG00000093079","Gm25953","predicted gene, 25953 [Source:MGI Symbol;Acc:MGI:5455730]"
"ENSMUSG00000065649","Snora74a","small nucleolar RNA, H/ACA box 74A [Source:MGI Symbol;Acc:MGI:3646921]"
"ENSMUSG00000099095","Mir6376","microRNA 6376 [Source:MGI Symbol;Acc:MGI:5531160]"
"ENSMUSG00000027849","Syt6","synaptotagmin VI [Source:MGI Symbol;Acc:MGI:1859544]"
"ENSMUSG00000070493","Chchd2","coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:MGI Symbol;Acc:MGI:1261428]"
"ENSMUSG00000097738","4930445N18Rik","RIKEN cDNA 4930445N18 gene [Source:MGI Symbol;Acc:MGI:1921235]"
"ENSMUSG00000027881","Prpf38b","PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171]"
"ENSMUSG00000092774","Gm26197","predicted gene, 26197 [Source:MGI Symbol;Acc:MGI:5455974]"
"ENSMUSG00000061702","Tmem91","transmembrane protein 91 [Source:MGI Symbol;Acc:MGI:2443589]"
"ENSMUSG00000040365","Trim41","tripartite motif-containing 41 [Source:MGI Symbol;Acc:MGI:2384814]"
"ENSMUSG00000089320","Gm25976","predicted gene, 25976 [Source:MGI Symbol;Acc:MGI:5455753]"
"ENSMUSG00000037204","Atg101","autophagy related 101 [Source:MGI Symbol;Acc:MGI:1915368]"
"ENSMUSG00000026874","",""
"ENSMUSG00000045132","Olfr620","olfactory receptor 620 [Source:MGI Symbol;Acc:MGI:3030454]"
"ENSMUSG00000070639","Lrrc8b","leucine rich repeat containing 8 family, member B [Source:MGI Symbol;Acc:MGI:2141353]"
"ENSMUSG00000086707","Gm12088","predicted gene 12088 [Source:MGI Symbol;Acc:MGI:3650337]"
"ENSMUSG00000044072","Eml6","echinoderm microtubule associated protein like 6 [Source:MGI Symbol;Acc:MGI:2442895]"
"ENSMUSG00000030491","",""
"ENSMUSG00000078234","Klhdc7a","kelch domain containing 7A [Source:MGI Symbol;Acc:MGI:2444612]"
"ENSMUSG00000031004","Mki67","antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]"
"ENSMUSG00000106726","Gm43100","predicted gene 43100 [Source:MGI Symbol;Acc:MGI:5663237]"
"ENSMUSG00000098434","2010110E17Rik","RIKEN cDNA 2010110E17 gene [Source:MGI Symbol;Acc:MGI:1923941]"
"ENSMUSG00000036218","Pdzrn4","PDZ domain containing RING finger 4 [Source:MGI Symbol;Acc:MGI:3056996]"
"ENSMUSG00000031239","Itm2a","integral membrane protein 2A [Source:MGI Symbol;Acc:MGI:107706]"
"ENSMUSG00000077289","Gm25766","predicted gene, 25766 [Source:MGI Symbol;Acc:MGI:5455543]"
"ENSMUSG00000076607","Igkj4","immunoglobulin kappa joining 4 [Source:MGI Symbol;Acc:MGI:1316692]"
"ENSMUSG00000041229","Phf8","PHD finger protein 8 [Source:MGI Symbol;Acc:MGI:2444341]"
"ENSMUSG00000043323","Fbrsl1","fibrosin-like 1 [Source:MGI Symbol;Acc:MGI:1920907]"
"ENSMUSG00000106109","Gm42704","predicted gene 42704 [Source:MGI Symbol;Acc:MGI:5662841]"
"ENSMUSG00000020913","Krt24","keratin 24 [Source:MGI Symbol;Acc:MGI:1922956]"
"ENSMUSG00000030888","Rrp8","ribosomal RNA processing 8, methyltransferase, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1914251]"
"ENSMUSG00000021012","Zc3h14","zinc finger CCCH type containing 14 [Source:MGI Symbol;Acc:MGI:1919824]"
"ENSMUSG00000030092","Cntn6","contactin 6 [Source:MGI Symbol;Acc:MGI:1858223]"
"ENSMUSG00000010554","Mettl16","methyltransferase like 16 [Source:MGI Symbol;Acc:MGI:1914743]"
"ENSMUSG00000064481","Gm23737","predicted gene, 23737 [Source:MGI Symbol;Acc:MGI:5453514]"
"ENSMUSG00000020792","Exoc7","exocyst complex component 7 [Source:MGI Symbol;Acc:MGI:1859270]"
"ENSMUSG00000098696","Gm27617","predicted gene, 27617 [Source:MGI Symbol;Acc:MGI:5530999]"
"ENSMUSG00000025648","Pfkfb4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:MGI Symbol;Acc:MGI:2687284]"
"ENSMUSG00000099080","Mir7071","microRNA 7071 [Source:MGI Symbol;Acc:MGI:5531005]"
"ENSMUSG00000106783","Gm42757","predicted gene 42757 [Source:MGI Symbol;Acc:MGI:5662894]"
"ENSMUSG00000025656","Arhgef9","CDC42 guanine nucleotide exchange factor (GEF) 9 [Source:MGI Symbol;Acc:MGI:2442233]"
"ENSMUSG00000053475","Tnfaip6","tumor necrosis factor alpha induced protein 6 [Source:MGI Symbol;Acc:MGI:1195266]"
"ENSMUSG00000101453","",""
"ENSMUSG00000026344","Lypd1","Ly6/Plaur domain containing 1 [Source:MGI Symbol;Acc:MGI:1919835]"
"ENSMUSG00000050370","Ch25h","cholesterol 25-hydroxylase [Source:MGI Symbol;Acc:MGI:1333869]"
"ENSMUSG00000043932","Klri2","killer cell lectin-like receptor family I member 2 [Source:MGI Symbol;Acc:MGI:2443965]"
"ENSMUSG00000085945","2310014F06Rik","RIKEN cDNA 2310014F06 gene [Source:MGI Symbol;Acc:MGI:1916875]"
"ENSMUSG00000020537","Drg2","developmentally regulated GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:1342307]"
"ENSMUSG00000031666","Rbl2","retinoblastoma-like 2 [Source:MGI Symbol;Acc:MGI:105085]"
"ENSMUSG00000062391","4932435O22Rik","RIKEN cDNA 4932435O22 gene [Source:MGI Symbol;Acc:MGI:2442791]"
"ENSMUSG00000025153","Fasn","fatty acid synthase [Source:MGI Symbol;Acc:MGI:95485]"
"ENSMUSG00000098725","Gm27335","predicted gene, 27335 [Source:MGI Symbol;Acc:MGI:5530717]"
"ENSMUSG00000064871","Snord58b","small nucleolar RNA, C/D box 58B [Source:MGI Symbol;Acc:MGI:3819545]"
"ENSMUSG00000065622","Gm24763","predicted gene, 24763 [Source:MGI Symbol;Acc:MGI:5454540]"
"ENSMUSG00000032181","Scg3","secretogranin III [Source:MGI Symbol;Acc:MGI:103032]"
"ENSMUSG00000033022","Cdo1","cysteine dioxygenase 1, cytosolic [Source:MGI Symbol;Acc:MGI:105925]"
"ENSMUSG00000085869","Gm16079","predicted gene 16079 [Source:MGI Symbol;Acc:MGI:3802017]"
"ENSMUSG00000045761","Fam179a","family with sequence similarity 179, member A [Source:MGI Symbol;Acc:MGI:2443498]"
"ENSMUSG00000032338","Hcn4","hyperpolarization-activated, cyclic nucleotide-gated K+ 4 [Source:MGI Symbol;Acc:MGI:1298209]"
"ENSMUSG00000000282","Mnt","max binding protein [Source:MGI Symbol;Acc:MGI:109150]"
"ENSMUSG00000077799","Gm25148","predicted gene, 25148 [Source:MGI Symbol;Acc:MGI:5454925]"
"ENSMUSG00000034761","Map4k5","mitogen-activated protein kinase kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1925503]"
"ENSMUSG00000026112","Coa5","cytochrome C oxidase assembly factor 5 [Source:MGI Symbol;Acc:MGI:1923428]"
"ENSMUSG00000029283","Cdc7","cell division cycle 7 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1309511]"
"ENSMUSG00000072761","",""
"ENSMUSG00000093156","Mir3076","microRNA 3076 [Source:MGI Symbol;Acc:MGI:4834249]"
"ENSMUSG00000040650","Cyp2b23","cytochrome P450, family 2, subfamily b, polypeptide 23 [Source:MGI Symbol;Acc:MGI:3646735]"
"ENSMUSG00000025200","Cwf19l1","CWF19-like 1, cell cycle control (S. pombe) [Source:MGI Symbol;Acc:MGI:1919752]"
"ENSMUSG00000053289","Ddx10","DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 [Source:MGI Symbol;Acc:MGI:1924841]"
"ENSMUSG00000060477","Irak2","interleukin-1 receptor-associated kinase 2 [Source:MGI Symbol;Acc:MGI:2429603]"
"ENSMUSG00000033902","Mapkbp1","mitogen-activated protein kinase binding protein 1 [Source:MGI Symbol;Acc:MGI:1347004]"
"ENSMUSG00000028405","Aco1","aconitase 1 [Source:MGI Symbol;Acc:MGI:87879]"
"ENSMUSG00000035270","Impg2","interphotoreceptor matrix proteoglycan 2 [Source:MGI Symbol;Acc:MGI:3044955]"
"ENSMUSG00000010067","Rassf1","Ras association (RalGDS/AF-6) domain family member 1 [Source:MGI Symbol;Acc:MGI:1928386]"
"ENSMUSG00000106501","Gm42711","predicted gene 42711 [Source:MGI Symbol;Acc:MGI:5662848]"
"ENSMUSG00000040697","Dnajc16","DnaJ heat shock protein family (Hsp40) member C16 [Source:MGI Symbol;Acc:MGI:2442146]"
"ENSMUSG00000004565","Pnpla6","patatin-like phospholipase domain containing 6 [Source:MGI Symbol;Acc:MGI:1354723]"
"ENSMUSG00000016087","Fli1","Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]"
"ENSMUSG00000023140","Reg2","regenerating islet-derived 2 [Source:MGI Symbol;Acc:MGI:97896]"
"ENSMUSG00000064307","Lrrc51","leucine rich repeat containing 51 [Source:MGI Symbol;Acc:MGI:1916608]"
"ENSMUSG00000043505","Gimap5","GTPase, IMAP family member 5 [Source:MGI Symbol;Acc:MGI:2442232]"
"ENSMUSG00000093966","Trav4-3","T cell receptor alpha variable 4-3 [Source:MGI Symbol;Acc:MGI:4440478]"
"ENSMUSG00000024617","Camk2a","calcium/calmodulin-dependent protein kinase II alpha [Source:MGI Symbol;Acc:MGI:88256]"
"ENSMUSG00000025351","Cd63","CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]"
"ENSMUSG00000065407","Mir135a-1","microRNA 135a-1 [Source:MGI Symbol;Acc:MGI:2676820]"
"ENSMUSG00000028132","Tmem56","transmembrane protein 56 [Source:MGI Symbol;Acc:MGI:1923195]"
"ENSMUSG00000070533","Wfdc8","WAP four-disulfide core domain 8 [Source:MGI Symbol;Acc:MGI:2685552]"
"ENSMUSG00000036528","Ppfibp2","PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:MGI Symbol;Acc:MGI:894649]"
"ENSMUSG00000019982","Myb","myeloblastosis oncogene [Source:MGI Symbol;Acc:MGI:97249]"
"ENSMUSG00000020758","Itgb4","integrin beta 4 [Source:MGI Symbol;Acc:MGI:96613]"
"ENSMUSG00000085687","Gm16153","predicted gene 16153 [Source:MGI Symbol;Acc:MGI:3802057]"
"ENSMUSG00000098482","Mir6363","microRNA 6363 [Source:MGI Symbol;Acc:MGI:5531408]"
"ENSMUSG00000048416","Mlf1","myeloid leukemia factor 1 [Source:MGI Symbol;Acc:MGI:1341819]"
"ENSMUSG00000029145","Eif2b4","eukaryotic translation initiation factor 2B, subunit 4 delta [Source:MGI Symbol;Acc:MGI:95300]"
"ENSMUSG00000106479","Mir721","microRNA 721 [Source:MGI Symbol;Acc:MGI:3624349]"
"ENSMUSG00000028173","Wls","wntless homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1915401]"
"ENSMUSG00000094269","",""
"ENSMUSG00000084989","Crocc2","ciliary rootlet coiled-coil, rootletin family member 2 [Source:MGI Symbol;Acc:MGI:3045962]"
"ENSMUSG00000002617","Zfp40","zinc finger protein 40 [Source:MGI Symbol;Acc:MGI:99185]"
"ENSMUSG00000092120","Vmn2r90","vomeronasal 2, receptor 90 [Source:MGI Symbol;Acc:MGI:3645076]"
"ENSMUSG00000088640","Gm26482","predicted gene, 26482 [Source:MGI Symbol;Acc:MGI:5456259]"
"ENSMUSG00000057207","Olfr1028","olfactory receptor 1028 [Source:MGI Symbol;Acc:MGI:3031368]"
"ENSMUSG00000086840","Gm14250","predicted gene 14250 [Source:MGI Symbol;Acc:MGI:3650579]"
"ENSMUSG00000024899","Papss2","3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:MGI Symbol;Acc:MGI:1330223]"
"ENSMUSG00000040591","1110051M20Rik","RIKEN cDNA 1110051M20 gene [Source:MGI Symbol;Acc:MGI:1915079]"
"ENSMUSG00000077485","Gm25275","predicted gene, 25275 [Source:MGI Symbol;Acc:MGI:5455052]"
"ENSMUSG00000093203","Gm22411","predicted gene, 22411 [Source:MGI Symbol;Acc:MGI:5452188]"
"ENSMUSG00000098555","Mir6341","microRNA 6341 [Source:MGI Symbol;Acc:MGI:5530644]"
"ENSMUSG00000036371","Serbp1","serpine1 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1914120]"
"ENSMUSG00000036826","Igflr1","IGF-like family receptor 1 [Source:MGI Symbol;Acc:MGI:3655979]"
"ENSMUSG00000029379","Cxcl3","chemokine (C-X-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:3037818]"
"ENSMUSG00000028386","Slc46a2","solute carrier family 46, member 2 [Source:MGI Symbol;Acc:MGI:1353616]"
"ENSMUSG00000044912","Syt16","synaptotagmin XVI [Source:MGI Symbol;Acc:MGI:2673872]"
"ENSMUSG00000035198","Tubg1","tubulin, gamma 1 [Source:MGI Symbol;Acc:MGI:101834]"
"ENSMUSG00000089661","Mia","melanoma inhibitory activity [Source:MGI Symbol;Acc:MGI:109615]"
"ENSMUSG00000099166","Gm27715","predicted gene, 27715 [Source:MGI Symbol;Acc:MGI:5531097]"
"ENSMUSG00000021054","Sgpp1","sphingosine-1-phosphate phosphatase 1 [Source:MGI Symbol;Acc:MGI:2135760]"
"ENSMUSG00000061607","Mdc1","mediator of DNA damage checkpoint 1 [Source:MGI Symbol;Acc:MGI:3525201]"
"ENSMUSG00000002808","Epdr1","ependymin related protein 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:2145369]"
"ENSMUSG00000062822","4833420G17Rik","RIKEN cDNA 4833420G17 gene [Source:MGI Symbol;Acc:MGI:1914642]"
"ENSMUSG00000025702","",""
"ENSMUSG00000098920","Gm27427","predicted gene, 27427 [Source:MGI Symbol;Acc:MGI:5530809]"
"ENSMUSG00000097699","5430400D12Rik","RIKEN cDNA 5430400D12 gene [Source:MGI Symbol;Acc:MGI:1918589]"
"ENSMUSG00000036551","Akap14","A kinase (PRKA) anchor protein 14 [Source:MGI Symbol;Acc:MGI:3618288]"
"ENSMUSG00000096954","Gdap10","ganglioside-induced differentiation-associated-protein 10 [Source:MGI Symbol;Acc:MGI:1338008]"
"ENSMUSG00000063582","Olfr666","olfactory receptor 666 [Source:MGI Symbol;Acc:MGI:3030500]"
"ENSMUSG00000065794","Gm25514","predicted gene, 25514 [Source:MGI Symbol;Acc:MGI:5455291]"
"ENSMUSG00000021281","Tnfaip2","tumor necrosis factor, alpha-induced protein 2 [Source:MGI Symbol;Acc:MGI:104960]"
"ENSMUSG00000088367","Gm26320","predicted gene, 26320 [Source:MGI Symbol;Acc:MGI:5456097]"
"ENSMUSG00000030126","Tmcc1","transmembrane and coiled coil domains 1 [Source:MGI Symbol;Acc:MGI:2442368]"
"ENSMUSG00000030330","Ing4","inhibitor of growth family, member 4 [Source:MGI Symbol;Acc:MGI:107307]"
"ENSMUSG00000088870","Gm25866","predicted gene, 25866 [Source:MGI Symbol;Acc:MGI:5455643]"
"ENSMUSG00000092252","Gm20499","predicted gene 20499 [Source:MGI Symbol;Acc:MGI:5141964]"
"ENSMUSG00000075161","Olfr1109","olfactory receptor 1109 [Source:MGI Symbol;Acc:MGI:3030943]"
"ENSMUSG00000084737","Gm25805","predicted gene, 25805 [Source:MGI Symbol;Acc:MGI:5455582]"
"ENSMUSG00000036557","1700011E24Rik","RIKEN cDNA 1700011E24 gene [Source:MGI Symbol;Acc:MGI:1922717]"
"ENSMUSG00000029499","Pxmp2","peroxisomal membrane protein 2 [Source:MGI Symbol;Acc:MGI:107487]"
"ENSMUSG00000040263","Klhdc4","kelch domain containing 4 [Source:MGI Symbol;Acc:MGI:2384569]"
"ENSMUSG00000068699","Flnc","filamin C, gamma [Source:MGI Symbol;Acc:MGI:95557]"
"ENSMUSG00000088323","Gm25663","predicted gene, 25663 [Source:MGI Symbol;Acc:MGI:5455440]"
"ENSMUSG00000064450","Snord68","small nucleolar RNA, C/D box 68 [Source:MGI Symbol;Acc:MGI:3819550]"
"ENSMUSG00000064897","Gm22504","predicted gene, 22504 [Source:MGI Symbol;Acc:MGI:5452281]"
"ENSMUSG00000062705","Tpbpb","trophoblast specific protein beta [Source:MGI Symbol;Acc:MGI:2151721]"
"ENSMUSG00000080507","Gm22071","predicted gene, 22071 [Source:MGI Symbol;Acc:MGI:5451848]"
"ENSMUSG00000040229","Gpr34","G protein-coupled receptor 34 [Source:MGI Symbol;Acc:MGI:1346334]"
"ENSMUSG00000088554","Gm22097","predicted gene, 22097 [Source:MGI Symbol;Acc:MGI:5451874]"
"ENSMUSG00000095986","Gm23053","predicted gene, 23053 [Source:MGI Symbol;Acc:MGI:5452830]"
"ENSMUSG00000041343","Ankrd42","ankyrin repeat domain 42 [Source:MGI Symbol;Acc:MGI:1921095]"
"ENSMUSG00000105824","Gm43466","predicted gene 43466 [Source:MGI Symbol;Acc:MGI:5663603]"
"ENSMUSG00000065815","Gm24697","predicted gene, 24697 [Source:MGI Symbol;Acc:MGI:5454474]"
"ENSMUSG00000028251","Tstd3","thiosulfate sulfurtransferase (rhodanese)-like domain containing 3 [Source:MGI Symbol;Acc:MGI:1924282]"
"ENSMUSG00000064954","Gm24919","predicted gene, 24919 [Source:MGI Symbol;Acc:MGI:5454696]"
"ENSMUSG00000096926","Gm26823","predicted gene, 26823 [Source:MGI Symbol;Acc:MGI:5477317]"
"ENSMUSG00000026355","Mcm6","minichromosome maintenance complex component 6 [Source:MGI Symbol;Acc:MGI:1298227]"
"ENSMUSG00000058835","Abi1","abl-interactor 1 [Source:MGI Symbol;Acc:MGI:104913]"
"ENSMUSG00000059734","Ndufs8","NADH dehydrogenase (ubiquinone) Fe-S protein 8 [Source:MGI Symbol;Acc:MGI:2385079]"
"ENSMUSG00000074238","Ap1ar","adaptor-related protein complex 1 associated regulatory protein [Source:MGI Symbol;Acc:MGI:2384822]"
"ENSMUSG00000070372","Capza1","capping protein (actin filament) muscle Z-line, alpha 1 [Source:MGI Symbol;Acc:MGI:106227]"
"ENSMUSG00000074415","",""
"ENSMUSG00000068062","Gm14164","predicted gene 14164 [Source:MGI Symbol;Acc:MGI:3650730]"
"ENSMUSG00000005640","Insrr","insulin receptor-related receptor [Source:MGI Symbol;Acc:MGI:1346037]"
"ENSMUSG00000054716","Zfp771","zinc finger protein 771 [Source:MGI Symbol;Acc:MGI:2442050]"
"ENSMUSG00000048728","Zfp454","zinc finger protein 454 [Source:MGI Symbol;Acc:MGI:2679253]"
"ENSMUSG00000089116","Gm25904","predicted gene, 25904 [Source:MGI Symbol;Acc:MGI:5455681]"
"ENSMUSG00000086790","Gm12911","predicted gene 12911 [Source:MGI Symbol;Acc:MGI:3652009]"
"ENSMUSG00000038160","Atg5","autophagy related 5 [Source:MGI Symbol;Acc:MGI:1277186]"
"ENSMUSG00000105098","",""
"ENSMUSG00000009575","Cbx5","chromobox 5 [Source:MGI Symbol;Acc:MGI:109372]"
"ENSMUSG00000009394","Syn2","synapsin II [Source:MGI Symbol;Acc:MGI:103020]"
"ENSMUSG00000032249","Anp32a","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:MGI Symbol;Acc:MGI:108447]"
"ENSMUSG00000088331","Gm22846","predicted gene, 22846 [Source:MGI Symbol;Acc:MGI:5452623]"
"ENSMUSG00000027925","Sprr2j-ps","small proline-rich protein 2J, pseudogene [Source:MGI Symbol;Acc:MGI:1330345]"
"ENSMUSG00000050239","Krtap24-1","keratin associated protein 24-1 [Source:MGI Symbol;Acc:MGI:2685158]"
"ENSMUSG00000088350","Gm24015","predicted gene, 24015 [Source:MGI Symbol;Acc:MGI:5453792]"
"ENSMUSG00000048824","Gm568","predicted gene 568 [Source:MGI Symbol;Acc:MGI:2685414]"
"ENSMUSG00000022552","Sharpin","SHANK-associated RH domain interacting protein [Source:MGI Symbol;Acc:MGI:1913331]"
"ENSMUSG00000004070","Hmox2","heme oxygenase 2 [Source:MGI Symbol;Acc:MGI:109373]"
"ENSMUSG00000087891","Gm25277","predicted gene, 25277 [Source:MGI Symbol;Acc:MGI:5455054]"
"ENSMUSG00000028023","Pitx2","paired-like homeodomain transcription factor 2 [Source:MGI Symbol;Acc:MGI:109340]"
"ENSMUSG00000097322","A530083I20Rik","RIKEN cDNA A530083I20 gene [Source:MGI Symbol;Acc:MGI:3040711]"
"ENSMUSG00000060017","Olfr121","olfactory receptor 121 [Source:MGI Symbol;Acc:MGI:2177504]"
"ENSMUSG00000093365","Gm22801","predicted gene, 22801 [Source:MGI Symbol;Acc:MGI:5452578]"
"ENSMUSG00000003348","Mob3a","MOB kinase activator 3A [Source:MGI Symbol;Acc:MGI:3050117]"
"ENSMUSG00000021256","Vash1","vasohibin 1 [Source:MGI Symbol;Acc:MGI:2442543]"
"ENSMUSG00000096703","Olfr1286","olfactory receptor 1286 [Source:MGI Symbol;Acc:MGI:3031120]"
"ENSMUSG00000089578","Gm25971","predicted gene, 25971 [Source:MGI Symbol;Acc:MGI:5455748]"
"ENSMUSG00000028137","Celf3","CUGBP, Elav-like family member 3 [Source:MGI Symbol;Acc:MGI:1926034]"
"ENSMUSG00000048521","Cxcr6","chemokine (C-X-C motif) receptor 6 [Source:MGI Symbol;Acc:MGI:1934582]"
"ENSMUSG00000088166","Gm23536","predicted gene, 23536 [Source:MGI Symbol;Acc:MGI:5453313]"
"ENSMUSG00000038253","Hoxa5","homeobox A5 [Source:MGI Symbol;Acc:MGI:96177]"
