Ensembl_gene_id	Omim_gene_description
ENSG00000143061	?Lacrimal duct defect, 149700 (3), Autosomal recessive
ENSG00000143178	Adrenocorticotropic hormone deficiency, 201400 (3), Autosomal recessive
ENSG00000143183	Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome, 213980 (3), Autosomal recessive
ENSG00000143199	{Hypercalciuria, absorptive, susceptibility to}, 143870 (3), Autosomal dominant
ENSG00000143217	Ectodermal dysplasia-syndactyly syndrome 1, 613573 (3), Autosomal recessive
ENSG00000143222	Neurodevelopmental disorder with spasticity and poor growth, 618076 (3), Autosomal recessive
ENSG00000143224	Porphyria variegata, 176200 (3), Autosomal dominant
ENSG00000143226	{Lupus nephritis, susceptibility to}, 152700 (3), Autosomal dominant; {Malaria, severe, susceptibility to}, 611162 (3); {Pseudomonas aeruginosa, susceptibility to chronic infection by, in cystic fibrosis}, 219700 (3), Autosomal recessive
ENSG00000143252	Gastrointestinal stromal tumor, 606764 (3), Autosomal dominant, Isolated cases; Paraganglioma and gastric stromal sarcoma, 606864 (3); Paragangliomas 3, 605373 (3), Autosomal dominant
ENSG00000143278	Factor XIIIB deficiency, 613235 (3), Autosomal recessive
ENSG00000143294	Renal cell carcinoma, papillary, 605074 (3)
ENSG00000143315	Glycosylphosphatidylinositol deficiency, 610293 (3), Autosomal recessive
ENSG00000143318	Myopathy, vacuolar, with CASQ1 aggregates, 616231 (3), Autosomal dominant
ENSG00000143324	Basal ganglia calcification, idiopathic, 6, 616413 (3), Autosomal dominant
ENSG00000143337	?Muscular dystrophy, autosomal recessive, with rigid spine and distal joint contractures, 617072 (3), Autosomal recessive
ENSG00000143341	{Macular degeneration, age-related, 1}, 603075 (3), Autosomal dominant
ENSG00000143363	Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies, 617481 (3), Autosomal recessive
ENSG00000143365	Immunodeficiency 42, 616622 (3), Autosomal recessive
ENSG00000143368	Acrofacial dysostosis 1, Nager type, 154400 (3), Autosomal dominant
ENSG00000143369	Urbach-Wiethe disease, 247100 (3), Autosomal recessive
ENSG00000143373	Paget disease of bone 6, 616833 (3), Autosomal dominant
ENSG00000143374	?Combined oxidative phosphorylation deficiency 21, 615918 (3), Autosomal recessive
ENSG00000143382	Ectopia lentis et pupillae, 225200 (3), Autosomal recessive; Ectopia lentis, isolated, autosomal recessive, 225100 (3), Autosomal recessive
ENSG00000143387	Pycnodysostosis, 265800 (3), Autosomal recessive
ENSG00000143390	Bare lymphocyte syndrome, type II, complementation group C, 209920 (3), Autosomal recessive; Bare lymphocyte syndrome, type II, complementation group E, 209920 (3), Autosomal recessive
ENSG00000143416	Extraoral halitosis due to MTO deficiency, 618148 (3)
ENSG00000143442	White-Sutton syndrome, 616364 (3), Autosomal dominant
ENSG00000143469	?Spinocerebellar ataxia, autosomal recessive 11, 614229 (3), Autosomal recessive
ENSG00000143473	Temple-Baraitser syndrome, 611816 (3), Autosomal dominant; Zimmermann-Laband syndrome 1, 135500 (3), Autosomal dominant
ENSG00000143520	Peeling skin syndrome 6, 618084 (3), Autosomal recessive
ENSG00000143549	CAP myopathy 1, 609284 (3), Autosomal recessive, Autosomal dominant; Myopathy, congenital, with fiber-type disproportion, 255310 (3), Autosomal recessive, Autosomal dominant; Nemaline myopathy 1, autosomal dominant or recessive, 609284 (3), Autosomal recessive, Autosomal dominant
ENSG00000143575	Neutropenia, severe congenital 3, autosomal recessive, 610738 (3), Autosomal recessive
ENSG00000143614	Mental retardation, autosomal dominant 18, 615074 (3), Autosomal dominant
ENSG00000143622	Noonan syndrome 8, 615355 (3), Autosomal dominant
ENSG00000143627	Adenosine triphosphate, elevated, of erythrocytes, 102900 (3), Autosomal dominant; Pyruvate kinase deficiency, 266200 (3), Autosomal recessive
ENSG00000143631	{Dermatitis, atopic, susceptibility to, 2}, 605803 (3); Ichthyosis vulgaris, 146700 (3), Autosomal dominant
ENSG00000143632	Myopathy, actin, congenital, with cores, 161800 (3), Autosomal recessive, Autosomal dominant; Myopathy, actin, congenital, with excess of thin myofilaments, 161800 (3), Autosomal recessive, Autosomal dominant; Myopathy, congenital, with fiber-type disproportion 1, 255310 (3), Autosomal recessive, Autosomal dominant; ?Myopathy, scapulohumeroperoneal, 616852 (3), Autosomal dominant; Nemaline myopathy 3, autosomal dominant or recessive, 161800 (3), Autosomal recessive, Autosomal dominant
ENSG00000143669	Chediak-Higashi syndrome, 214500 (3), Autosomal recessive
ENSG00000143801	Alzheimer disease-4, 606889 (3), Autosomal dominant; Cardiomyopathy, dilated, 1V, 613697 (3), Autosomal dominant
ENSG00000143811	Leukodystrophy, hypomyelinating, 10, 616420 (3), Autosomal recessive
ENSG00000143815	Greenberg skeletal dysplasia, 215140 (3), Autosomal recessive; Pelger-Huet anomaly, 169400 (3), Autosomal dominant; Pelger-Huet anomaly with mild skeletal anomalies, 618019 (3); ?Reynolds syndrome, 613471 (3), Autosomal dominant
ENSG00000143819	?Hypercholanemia, familial, 607748 (3)
ENSG00000143839	[Hyperproreninemia] (3); Hyperuricemic nephropathy, familial juvenile 2, 613092 (3), Autosomal dominant; Renal tubular dysgenesis, 267430 (3), Autosomal recessive
ENSG00000143858	Myasthenic syndrome, congenital, 7, presynaptic, 616040 (3), Autosomal dominant
ENSG00000143921	{Gallbladder disease 4}, 611465 (3); Sitosterolemia, 210250 (3), Autosomal recessive
ENSG00000143933	Long QT syndrome 15, 616249 (3), Autosomal dominant
ENSG00000143951	?Bardet-Biedl syndrome 15, 615992 (3), Autosomal recessive; ?Congenital heart defects, hamartomas of tongue, and polysyndactyly, 217085 (3), Autosomal recessive
ENSG00000143970	Shashi-Pena syndrome, 617190 (3), Autosomal dominant
ENSG00000144028	Retinitis pigmentosa 33, 610359 (3), Autosomal dominant
ENSG00000144034	Galloway-Mowat syndrome 5, 617731 (3), Autosomal recessive
ENSG00000144061	Joubert syndrome 4, 609583 (3), Autosomal recessive; Nephronophthisis 1, juvenile, 256100 (3), Autosomal recessive; Senior-Loken syndrome-1, 266900 (3), Autosomal recessive
ENSG00000144182	Lipoyltransferase 1 deficiency, 616299 (3), Autosomal recessive
ENSG00000144191	Achromatopsia 2, 216900 (3), Autosomal recessive
ENSG00000144285	Epilepsy, generalized, with febrile seizures plus, type 2, 604403 (3), Autosomal dominant; Epileptic encephalopathy, early infantile, 6 (Dravet syndrome), 607208 (3), Autosomal dominant; Febrile seizures, familial, 3A, 604403 (3), Autosomal dominant; Migraine, familial hemiplegic, 3, 609634 (3), Autosomal dominant
ENSG00000144320	Neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum, 618090 (3), Autosomal recessive
ENSG00000144354	Immunodeficiency-centromeric instability-facial anomalies syndrome 3, 616910 (3), Autosomal recessive
ENSG00000144381	Leukodystrophy, hypomyelinating, 4, 612233 (3), Autosomal recessive; Spastic paraplegia 13, autosomal dominant, 605280 (3), Autosomal dominant
ENSG00000144406	Hypotonia, infantile, with psychomotor retardation and characteristic facies 2, 616801 (3), Autosomal recessive
ENSG00000144452	Ichthyosis, congenital, autosomal recessive 4A, 601277 (3), Autosomal recessive; Ichthyosis, congenital, autosomal recessive 4B (harlequin), 242500 (3), Autosomal recessive
ENSG00000144455	Multiple sulfatase deficiency, 272200 (3), Autosomal recessive
ENSG00000144535	Perlman syndrome, 267000 (3), Autosomal recessive
ENSG00000144554	Fanconi anemia, complementation group D2, 227646 (3), Autosomal recessive
ENSG00000144591	Alacrima, achalasia, and mental retardation syndrome, 615510 (3), Autosomal recessive
ENSG00000144647	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8, 614830 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (limb-girdle) type C, 8, 618135 (3), Autosomal recessive
ENSG00000144659	Anemia, sideroblastic, 2, pyridoxine-refractory, 205950 (3), Autosomal recessive
ENSG00000144730	Hypogonadotropic hypogonadism 18 with or without anosmia, 615267 (3), Autosomal recessive, Autosomal dominant
ENSG00000144741	Combined oxidative phosphorylation deficiency 28, 616794 (3), Autosomal recessive
ENSG00000144891	{Hypertension, essential}, 145500 (3), Multifactorial; Renal tubular dysgenesis, 267430 (3), Autosomal recessive
ENSG00000144962	?Spermatogenic failure 6, 102530 (3), Autosomal recessive
ENSG00000145012	Leukemia, acute myeloid, 601626 (3), Autosomal dominant; Lipoma (3)
ENSG00000145016	?Spinocerebellar ataxia, autosomal recessive 15, 615705 (3), Autosomal recessive
ENSG00000145020	Glycine encephalopathy, 605899 (3), Autosomal recessive
ENSG00000145103	Deafness, autosomal recessive 42, 609646 (3), Autosomal recessive
ENSG00000145191	Leukoencephalopathy with vanishing white matter, 603896 (3), Autosomal recessive; Ovarioleukodystrophy, 603896 (3), Autosomal recessive
ENSG00000145192	?Alopecia-mental retardation syndrome 1, 203650 (3), Autosomal recessive
ENSG00000145217	?Nephrolithiasis, calcium oxalate, 167030 (3), Autosomal recessive
ENSG00000145244	Preeclampsia/eclampsia 5, 614595 (3)
ENSG00000145331	Microcephaly, short stature, and impaired glucose metabolism 1, 616033 (3), Autosomal recessive
ENSG00000145335	Dementia, Lewy body, 127750 (3), Autosomal dominant; Parkinson disease 1, 168601 (3), Autosomal dominant; Parkinson disease 4, 605543 (3), Autosomal dominant
ENSG00000145348	Hypotonia, infantile, with psychomotor retardation and characteristic facies 3, 616900 (3), Autosomal recessive
ENSG00000145354	Wolfram syndrome 2, 604928 (3), Autosomal recessive
ENSG00000145362	Cardiac arrhythmia, ankyrin-B-related, 600919 (3), Autosomal dominant; Long QT syndrome 4, 600919 (3), Autosomal dominant
ENSG00000145375	Epilepsy, hearing loss, and mental retardation syndrome, 616577 (3), Autosomal recessive
ENSG00000145476	Bietti crystalline corneoretinal dystrophy, 210370 (3), Autosomal recessive
ENSG00000145494	Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial
ENSG00000145623	Amyloidosis, primary localized cutaneous, 1, 105250 (3), Autosomal dominant
ENSG00000145675	?Agammaglobulinemia 7, autosomal recessive, 615214 (3), Autosomal recessive; Immunodeficiency 36, 616005 (3), Autosomal dominant; SHORT syndrome, 269880 (3), Autosomal dominant
ENSG00000145715	Basal cell carcinoma, somatic, 605462 (3); Capillary malformation-arteriovenous malformation, 608354 (3), Autosomal dominant; Parkes Weber syndrome, 608355 (3), Autosomal dominant
ENSG00000145794	Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, 614399 (3), Autosomal recessive; Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant, 614399 (3), Autosomal recessive
ENSG00000145819	Leukemia, juvenile myelomonocytic, somatic, 607785 (3)
ENSG00000145864	Epileptic encephalopathy, infantile or early childhood, 2, 617829 (3), Autosomal dominant
ENSG00000145868	Neuronopathy, distal hereditary motor, type IID, 615575 (3), Autosomal dominant
ENSG00000145888	Hyperekplexia 1, 149400 (3), Autosomal recessive, Autosomal dominant
ENSG00000145912	Dyskeratosis congenita, autosomal recessive 2, 613987 (3), Autosomal recessive
ENSG00000145936	{Hypertension, diastolic, resistance to}, 608622 (3), Autosomal dominant
ENSG00000145979	Macrocephaly/megalencephaly syndrome, autosomal recessive, 248000 (3), Autosomal recessive
ENSG00000145982	Combined oxidative phosphorylation deficiency 14, 614946 (3), Autosomal recessive; Spastic paraplegia 77, autosomal recessive, 617046 (3), Autosomal recessive
ENSG00000146021	Pseudohypoaldosteronism, type IID, 614495 (3), Autosomal recessive, Autosomal dominant
ENSG00000146038	?Deafness, autosomal recessive 66, 610212 (3), Autosomal recessive; Nephronophthisis 19, 616217 (3), Autosomal recessive; Sclerosing cholangitis, neonatal, 617394 (3), Autosomal recessive
ENSG00000146070	{Asthma, susceptibility to}, 600807 (3), Autosomal dominant; {Atopy, susceptibility to}, 147050 (3), Autosomal dominant; Platelet-activating factor acetylhydrolase deficiency, 614278 (3), Autosomal recessive
ENSG00000146085	Methylmalonic aciduria, mut(0) type, 251000 (3), Autosomal recessive
ENSG00000146247	Developmental delay, intellectual disability, obesity, and dysmorphic features, 617991 (3), Autosomal dominant
ENSG00000146282	Pontocerebellar hypoplasia, type 6, 611523 (3), Autosomal recessive
ENSG00000146648	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3), Autosomal recessive; ?Inflammatory skin and bowel disease, neonatal, 2, 616069 (3), Autosomal recessive; Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3), Autosomal recessive; {Nonsmall cell lung cancer, susceptibility to}, 211980 (3), Autosomal recessive
ENSG00000146701	Epileptic encephalopathy, early infantile, 51, 617339 (3), Autosomal recessive
ENSG00000146733	Phosphoserine phosphatase deficiency, 614023 (3), Autosomal recessive
ENSG00000146872	Mental retardation, autosomal dominant 57, 618050 (3), Autosomal dominant
ENSG00000146926	Glaucoma 1, open angle, F, 603383 (3)
ENSG00000146938	{Asperger syndrome susceptibility, X-linked 2}, 300497 (3), Isolated cases, X-linked, Multifactorial; {Autism susceptibility, X-linked 2}, 300495 (3), Isolated cases, X-linked, Multifactorial; Mental retardation, X-linked, 300495 (3), Isolated cases, X-linked, Multifactorial
ENSG00000147044	FG syndrome 4, 300422 (3); Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749 (3), X-linked dominant; Mental retardation, with or without nystagmus, 300422 (3)
ENSG00000147050	Kabuki syndrome 2, 300867 (3), X-linked dominant
ENSG00000147065	Immunodeficiency 50, 300988 (3), X-linked recessive
ENSG00000147099	Cornelia de Lange syndrome 5, 300882 (3), X-linked dominant
ENSG00000147100	Allan-Herndon-Dudley syndrome, 300523 (3), X-linked
ENSG00000147123	Linear skin defects with multiple congenital anomalies 3, 300952 (3), X-linked dominant; ?Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial
ENSG00000147133	Dystonia-Parkinsonism, X-linked, 314250 (3), X-linked recessive; Mental retardation, X-linked, syndromic 33, 300966 (3), X-linked recessive
ENSG00000147140	Mental retardation, X-linked, syndromic 34, 300967 (3), X-linked
ENSG00000147155	Chondrodysplasia punctata, X-linked dominant, 302960 (3), X-linked dominant; MEND syndrome, 300960 (3), X-linked recessive
ENSG00000147162	Mental retardation, X-linked 106, 300997 (3), X-linked recessive
ENSG00000147168	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive; Severe combined immunodeficiency, X-linked, 300400 (3), X-linked recessive
ENSG00000147180	Mental retardation, X-linked 97, 300803 (3), X-linked
ENSG00000147202	?Premature ovarian failure 2A, 300511 (3), X-linked dominant
ENSG00000147224	Arts syndrome, 301835 (3), X-linked recessive; Charcot-Marie-Tooth disease, X-linked recessive, 5, 311070 (3), X-linked recessive; Deafness, X-linked 1, 304500 (3), X-linked; Gout, PRPS-related, 300661 (3), X-linked recessive; Phosphoribosylpyrophosphate synthetase superactivity, 300661 (3), X-linked recessive
ENSG00000147255	Hypothyroidism, central, and testicular enlargement, 300888 (3), X-linked recessive
ENSG00000147257	Simpson-Golabi-Behmel syndrome, type 1, 312870 (3), X-linked recessive; Wilms tumor, somatic, 194070 (3)
ENSG00000147274	?Mental retardation, X-linked, syndromic 11, Shashi type, 300238 (3), X-linked recessive
ENSG00000147316	Microcephaly 1, primary, autosomal recessive, 251200 (3), Autosomal recessive
ENSG00000147383	CHILD syndrome, 308050 (3), X-linked dominant; CK syndrome, 300831 (3), X-linked recessive
ENSG00000147403	{Autism, susceptibility to, X-linked 5}, 300847 (3); Mental retardation, X-linked, syndromic, 35, 300998 (3), X-linked recessive
ENSG00000147416	Deafness, congenital, with onychodystrophy, autosomal dominant, 124480 (3), Autosomal dominant; Zimmermann-Laband syndrome 2, 616455 (3), Autosomal dominant
ENSG00000147437	?Hypogonadotropic hypogonadism 12 with or without anosmia, 614841 (3), Autosomal recessive
ENSG00000147465	Lipoid adrenal hyperplasia, 201710 (3), Autosomal recessive
ENSG00000147471	Epilepsy, early-onset, vitamin B6-dependent, 617290 (3), Autosomal recessive
ENSG00000147475	Spastic paraplegia 18, autosomal recessive, 611225 (3), Autosomal recessive
ENSG00000147548	Leukemia, acute myeloid, 601626 (3), Autosomal dominant
ENSG00000147647	Dihydropyrimidinuria, 222748 (3), Autosomal recessive
ENSG00000147655	?Humerofemoral hypoplasia with radiotibial ray deficiency, 618022 (3), Autosomal recessive; Tetraamelia syndrome 2, 618021 (3), Autosomal recessive
ENSG00000147684	?Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial
ENSG00000147804	Acrodermatitis enteropathica, 201100 (3), Autosomal recessive
ENSG00000147852	Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1, 224050 (3), Autosomal recessive
ENSG00000147889	Melanoma and neural system tumor syndrome, 155755 (3), Autosomal dominant; {Melanoma, cutaneous malignant, 2}, 155601 (3), Autosomal dominant; Orolaryngeal cancer, multiple (3); Pancreatic cancer/melanoma syndrome, 606719 (3), Autosomal dominant
ENSG00000147894	Frontotemporal dementia and/or amyotrophic lateral sclerosis 1, 105550 (3), Autosomal dominant
ENSG00000147955	?Amyotrophic lateral sclerosis 16, juvenile, 614373 (3), Autosomal recessive; ?Spinal muscular atrophy, distal, autosomal recessive, 2, 605726 (3), Autosomal recessive
ENSG00000148019	Cone-rod dystrophy and hearing loss, 617236 (3), Autosomal recessive
ENSG00000148053	Epileptic encephalopathy, early infantile, 58, 617830 (3), Autosomal dominant; Obesity, hyperphagia, and developmental delay, 613886 (3), Autosomal dominant
ENSG00000148090	3-methylglutaconic aciduria, type I, 250950 (3), Autosomal recessive
ENSG00000148180	Amyloidosis, Finnish type, 105120 (3), Autosomal dominant
ENSG00000148204	Focal segmental glomerulosclerosis 9, 616220 (3), Autosomal recessive; Ventriculomegaly with cystic kidney disease, 219730 (3), Autosomal recessive
ENSG00000148218	{Lead poisoning, susceptibility to}, 612740 (3), Autosomal recessive; Porphyria, acute hepatic, 612740 (3), Autosomal recessive
ENSG00000148290	Charcot-Marie-Tooth disease, type 4K, 616684 (3), Autosomal recessive; Leigh syndrome, due to COX IV deficiency, 256000 (3), Autosomal recessive, Mitochondrial
ENSG00000148356	Charcot-Marie-Tooth disease, axonal, type 2P, 614436 (3), Autosomal recessive, Autosomal dominant
ENSG00000148384	Joubert syndrome 1, 213300 (3), Autosomal recessive; Mental retardation, truncal obesity, retinal dystrophy, and micropenis, 610156 (3), Autosomal recessive
ENSG00000148400	Adams-Oliver syndrome 5, 616028 (3), Autosomal dominant; Aortic valve disease 1, 109730 (3), Autosomal dominant
ENSG00000148408	?Dystonia 23, 614860 (3), Autosomal dominant
ENSG00000148459	Coenzyme Q10 deficiency, primary, 2, 614651 (3), Autosomal recessive
ENSG00000148516	Corneal dystrophy, Fuchs endothelial, 6, 613270 (3); Corneal dystrophy, posterior polymorphous, 3, 609141 (3)
ENSG00000148600	Cone-rod dystrophy 15, 613660 (3), Autosomal recessive; Retinitis pigmentosa 65, 613660 (3), Autosomal recessive
ENSG00000148604	Retinitis pigmentosa 44, 613769 (3)
ENSG00000148606	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism, 607694 (3), Autosomal recessive
ENSG00000148655	Albinism, oculocutaneous, type VII, 615179 (3), Autosomal recessive
ENSG00000148672	Hyperinsulinism-hyperammonemia syndrome, 606762 (3), Autosomal dominant
ENSG00000148700	Cerebral palsy, spastic quadriplegic, 3, 617008 (3), Autosomal recessive
ENSG00000148702	{?Thyroid cancer, nonmedullary, 5}, 616535 (3), Autosomal dominant; {Venous thromboembolism, susceptibility to}, 188050 (3), Autosomal dominant
ENSG00000148704	?Microphthalmia, syndromic 11, 614402 (3), Autosomal recessive
ENSG00000148737	{Diabetes mellitus, type 2, susceptibility to}, 125853 (3), Autosomal dominant
ENSG00000148795	17-alpha-hydroxylase/17,20-lyase deficiency, 202110 (3), Autosomal recessive; 17,20-lyase deficiency, isolated, 202110 (3), Autosomal recessive
ENSG00000148826	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy, 617560 (3), Autosomal recessive
ENSG00000148842	Hypomagnesemia 6, renal, 613882 (3), Autosomal dominant; Hypomagnesemia, seizures, and mental retardation, 616418 (3), Autosomal recessive, Autosomal dominant
ENSG00000148985	Hyperphosphatasia with mental retardation syndrome 3, 614207 (3), Autosomal recessive
ENSG00000149131	Angioedema, hereditary, types I and II, 106100 (3), Autosomal recessive, Autosomal dominant; Complement component 4, partial deficiency of, 120790 (3), Autosomal dominant
ENSG00000149177	Colon cancer, somatic, 114500 (3)
ENSG00000149196	Leukodystrophy, hypomyelinating, 13, 616881 (3), Autosomal recessive
ENSG00000149256	Essential tremor, hereditary, 5, 616736 (3), Autosomal dominant
ENSG00000149257	Osteogenesis imperfecta, type X, 613848 (3), Autosomal recessive; {Preterm premature rupture of the membranes, susceptibility to}, 610504 (3)
ENSG00000149260	Vitreoretinopathy, neovascular inflammatory, 193235 (3), Autosomal dominant
ENSG00000149311	Ataxia-telangiectasia, 208900 (3), Autosomal recessive; {Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant; Lymphoma, B-cell non-Hodgkin, somatic (3); Lymphoma, mantle cell, somatic (3); T-cell prolymphocytic leukemia, somatic (3)
ENSG00000149418	Ichthyosis, congenital, autosomal recessive 11, 602400 (3), Autosomal recessive
ENSG00000149483	Joubert syndrome 16, 614465 (3), Autosomal recessive
ENSG00000149489	Retinitis pigmentosa 7, digenic form, 608133 (3), Autosomal recessive, Autosomal dominant
ENSG00000149506	Oocyte maturation defect 1, 615774 (3), Autosomal recessive
ENSG00000149534	{Atopy, susceptibility to}, 147050 (3), Autosomal dominant
ENSG00000149541	Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects, 245600 (3), Autosomal recessive
ENSG00000149573	Deafness, autosomal recessive 111, 618145 (3)
ENSG00000149575	Atrial fibrillation, familial, 14, 615378 (3), Autosomal dominant
ENSG00000149596	Cardiomyopathy, hypertrophic, 17, 613873 (3), Autosomal dominant
ENSG00000149781	Leukocyte adhesion deficiency, type III, 612840 (3), Autosomal recessive
ENSG00000149922	Spondylocostal dysostosis 5, 122600 (3), Autosomal recessive, Autosomal dominant
ENSG00000149925	Glycogen storage disease XII, 611881 (3), Autosomal recessive
ENSG00000149968	{Coronary heart disease, susceptibility to, 6}, 614466 (3)
ENSG00000149970	Mental retardation, X-linked, syndromic, Houge type, 301008 (3), X-linked
ENSG00000150275	Deafness, autosomal recessive 23, 609533 (3), Autosomal recessive; Usher syndrome, type 1D/F digenic, 601067 (3), Autosomal recessive, Digenic recessive; Usher syndrome, type 1F, 602083 (3), Autosomal recessive
ENSG00000150337	[IgG receptor I, phagocytic, familial deficiency of] (3)
ENSG00000150455	{Bacteremia, protection against}, 614382 (3); {Malaria, protection against}, 611162 (3); {Pneumococcal disease, invasive, protection against}, 610799 (3); {Tuberculosis, protection against}, 607948 (3)
ENSG00000150540	{Asthma, susceptibility to}, 600807 (3), Autosomal dominant; Mental retardation, autosomal recessive 51, 616739 (3), Autosomal recessive
ENSG00000150630	Lymphedema, hereditary, ID, 615907 (3), Autosomal dominant
ENSG00000150753	Neuropathy, hereditary sensory, with spastic paraplegia, 256840 (3), Autosomal recessive
ENSG00000150768	Pyruvate dehydrogenase E2 deficiency, 245348 (3), Autosomal recessive
ENSG00000150787	Hyperphenylalaninemia, BH4-deficient, A, 261640 (3), Autosomal recessive
ENSG00000150893	Fraser syndrome 2, 617666 (3), Autosomal recessive
ENSG00000150907	Rhabdomyosarcoma, alveolar, 268220 (3), Autosomal recessive
ENSG00000150961	Cole-Carpenter syndrome 2, 616294 (3), Autosomal recessive
ENSG00000150995	Gillespie syndrome, 206700 (3), Autosomal recessive, Autosomal dominant; Spinocerebellar ataxia 15, 606658 (3), Autosomal dominant; Spinocerebellar ataxia 29, congenital nonprogressive, 117360 (3), Autosomal dominant
ENSG00000151062	Retinal cone dystrophy 4, 610478 (3), Autosomal recessive
ENSG00000151067	Brugada syndrome 3, 611875 (3); Timothy syndrome, 601005 (3), Autosomal dominant
ENSG00000151090	Thyroid hormone resistance, 188570 (3), Autosomal dominant; Thyroid hormone resistance, autosomal recessive, 274300 (3), Autosomal recessive; Thyroid hormone resistance, selective pituitary, 145650 (3), Autosomal dominant
ENSG00000151092	Congenital disorder of deglycosylation, 615273 (3), Autosomal recessive
ENSG00000151148	Kaufman oculocerebrofacial syndrome, 244450 (3), Autosomal recessive
ENSG00000151150	?Mental retardation, autosomal recessive, 37, 615493 (3), Autosomal recessive
ENSG00000151224	Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency, 250850 (3), Autosomal recessive, Autosomal dominant; Methionine adenosyltransferase deficiency, autosomal recessive, 250850 (3), Autosomal recessive, Autosomal dominant
ENSG00000151247	{Autism, susceptibility to, 19}, 615091 (3)
ENSG00000151348	Exostoses, multiple, type 2, 133701 (3), Autosomal dominant; ?Seizures, scoliosis, and macrocephaly syndrome, 616682 (3), Autosomal recessive
ENSG00000151413	Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial
ENSG00000151445	Arthrogryposis, renal dysfunction, and cholestasis 2, 613404 (3), Autosomal recessive
ENSG00000151474	?Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia, 616819 (3), Autosomal recessive
ENSG00000151490	Nephrotic syndrome, type 6, 614196 (3), Autosomal recessive
ENSG00000151491	?Deafness, autosomal recessive 102, 615974 (3), Autosomal recessive
ENSG00000151498	Isobutyryl-CoA dehydrogenase deficiency, 611283 (3)
ENSG00000151503	Microcephaly 22, primary, autosomal recessive, 617984 (3), Autosomal recessive
ENSG00000151552	Hyperphenylalaninemia, BH4-deficient, C, 261630 (3), Autosomal recessive
ENSG00000151577	{Essential tremor, hereditary, 1}, 190300 (3), Autosomal dominant; {Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant
ENSG00000151611	Methylmalonic aciduria, vitamin B12-responsive, 251100 (3), Autosomal recessive
ENSG00000151617	Mandibulofacial dysostosis with alopecia, 616367 (3), Autosomal dominant; {Migraine, resistance to}, 157300 (3), Autosomal dominant
ENSG00000151623	Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy, 605115 (3); Pseudohypoaldosteronism type I, autosomal dominant, 177735 (3), Autosomal dominant
ENSG00000151632	46XY sex reversal 8, 614279 (3), Autosomal recessive
ENSG00000151694	?Inflammatory skin and bowel disease, neonatal, 1, 614328 (3), Autosomal recessive
ENSG00000151702	Bleeding disorder, platelet-type, 21, 617443 (3), Autosomal recessive, Autosomal dominant
ENSG00000151704	Bartter syndrome, type 2, 241200 (3), Autosomal recessive
ENSG00000151729	Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD, 617184 (3), Autosomal dominant; Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR, 615418 (3), Autosomal recessive; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2, 609283 (3), Autosomal dominant
ENSG00000151779	Infantile liver failure syndrome 2, 616483 (3), Autosomal recessive; Short stature, optic nerve atrophy, and Pelger-Huet anomaly, 614800 (3), Autosomal recessive
ENSG00000151790	[?Hypertryptophanemia], 600627 (3), Autosomal recessive
ENSG00000151806	?Epileptic encephalopathy, early infantile, 40, 617065 (3), Autosomal recessive
ENSG00000151834	{Alcohol dependence, susceptibility to}, 103780 (3), Multifactorial
ENSG00000151835	Spastic ataxia, Charlevoix-Saguenay type, 270550 (3), Autosomal recessive
ENSG00000151849	Microcephaly 6, primary, autosomal recessive, 608393 (3), Autosomal recessive; ?Seckel syndrome 4, 613676 (3), Autosomal recessive
