"ENSG00000261530","XM_005263190","BTC"
"ENSG00000105983","XM_005249555","LMBR1"
"ENSG00000183044","XM_005255154","ABAT"
"ENSG00000145246","XM_005248118","ATP10D"
"ENSG00000126337","XM_005257762","KRT36"
"ENSG00000152076","XM_005263839","CCDC74B"
"ENSG00000152076","XM_005263838","CCDC74B"
"ENSG00000152076","XM_005263836","CCDC74B"
"ENSG00000123395","XM_005269072","C12orf44"
"ENSG00000272514","XM_005248663","C6ORF165"
"ENSG00000117151","XM_005270502","CTBS"
"ENSG00000117151","XM_005270500","CTBS"
"ENSG00000138678","XM_005263314","AGPAT9"
"ENSG00000162408","XM_005263495","NOL9"
"ENSG00000162408","XM_005263494","NOL9"
"ENSG00000162408","XM_005263493","NOL9"
"ENSG00000272333","XM_005259446","KMT2B"
"ENSG00000172269","XM_005271424","DPAGT1"
"ENSG00000178750","XM_005247456","STX19"
"ENSG00000178750","XM_005247455","STX19"
"ENSG00000140474","XM_005254293","ULK3"
"ENSG00000140474","XM_005254290","ULK3"
"ENSG00000140474","XM_005254289","ULK3"
"ENSG00000171401","XM_005257344","KRT13"
"ENSG00000089472","XM_005262316","HEPH"
"ENSG00000182010","XM_005269610","RTKN2"
"ENSG00000108018","XM_005269473","SORCS1"
"ENSG00000102606","XM_005254086","ARHGEF7"
"ENSG00000102606","XM_005254084","ARHGEF7"
"ENSG00000172269","XM_005271423","DPAGT1"
"ENSG00000181433","XM_005278145","SAGE1"
"ENSG00000181433","XM_005262430","SAGE1"
"ENSG00000102606","XM_005254091","ARHGEF7"
"ENSG00000102606","XM_005254087","ARHGEF7"
"ENSG00000170469","XM_005271916","SPATA24"
"ENSG00000102606","XM_005254096","ARHGEF7"
"ENSG00000116977","XM_005273127","LGALS8"
"ENSG00000102606","XM_005254095","ARHGEF7"
"ENSG00000102606","XM_005254090","ARHGEF7"
"ENSG00000140474","XM_005254294","ULK3"
"ENSG00000140474","XM_005254291","ULK3"
"ENSG00000135372","XM_005252999","NAT10"
"ENSG00000111305","XM_005253493","GSG1"
"ENSG00000108854","XM_005257585","SMURF2"
"ENSG00000168826","XM_005247951","ZBTB49"
"ENSG00000130921","XM_005253631","C12orf65"
"ENSG00000173612","XM_005266863","GPRC6A"
"ENSG00000173612","XM_005266864","GPRC6A"
"ENSG00000175354","XM_005258127","PTPN2"
"ENSG00000101367","XM_005260338","MAPRE1"
"ENSG00000101367","XM_005260337","MAPRE1"
"ENSG00000172375","XM_005271740","C2CD2L"
"ENSG00000172375","XM_005271738","C2CD2L"
"ENSG00000215218","XM_005248247","UBE2QL1"
"ENSG00000215529","XM_005276682","EFCAB8"
"ENSG00000215529","XM_005260626","EFCAB8"
"ENSG00000215529","XM_005275888","EFCAB8"
"ENSG00000215529","XM_005276687","EFCAB8"
"ENSG00000215529","XM_005260631","EFCAB8"
"ENSG00000215529","XM_005275889","EFCAB8"
"ENSG00000145198","XM_005247889","VWA5B2"
"ENSG00000083799","XM_005255812","CYLD"
"ENSG00000083799","XM_005255811","CYLD"
"ENSG00000120907","XM_005273414","ADRA1A"
"ENSG00000106829","XM_005252170","TLE4"
"ENSG00000161265","XM_005258625","U2AF1L4"
"ENSG00000172273","XM_005271499","HINFP"
"ENSG00000169446","XM_005278152","MMGT1"
"ENSG00000169446","XM_005262496","MMGT1"
"ENSG00000106829","XM_005252179","TLE4"
"ENSG00000167098","XM_005260293","SUN5"
"ENSG00000266134","XM_005267196","WISP3"
"ENSG00000100764","XM_005267875","PSMC1"
"ENSG00000266134","XM_005267195","WISP3"
"ENSG00000171346","XM_005257346","KRT15"
"ENSG00000171346","XM_005257345","KRT15"
"ENSG00000266134","XM_005277552","WISP3"
"ENSG00000266134","XM_005267194","WISP3"
"ENSG00000171346","XM_005257348","KRT15"
"ENSG00000171346","XM_005257347","KRT15"
"ENSG00000117155","XM_005270429","SSX2IP"
"ENSG00000117155","XM_005270428","SSX2IP"
"ENSG00000117155","XM_005270427","SSX2IP"
"ENSG00000106829","XM_005252169","TLE4"
"ENSG00000117155","XM_005270432","SSX2IP"
"ENSG00000170464","XM_005271917","DNAJC18"
"ENSG00000170464","XM_005271918","DNAJC18"
"ENSG00000084628","XM_005271192","NKAIN1"
"ENSG00000134007","XM_005268152","ADAM20"
"ENSG00000134007","XM_005268151","ADAM20"
"ENSG00000162976","XM_005246152","PQLC3"
"ENSG00000162976","XM_005246151","PQLC3"
"ENSG00000126216","XM_005268293","TUBGCP3"
"ENSG00000126216","XM_005268292","TUBGCP3"
"ENSG00000169122","XM_005251326","FAM110B"
"ENSG00000169122","XM_005251324","FAM110B"
"ENSG00000169122","XM_005251325","FAM110B"
"ENSG00000232339","XM_005275136","NOTCH4"
"ENSG00000232339","XM_005275135","NOTCH4"
"ENSG00000231257","XM_005275313","ATAT1"
"ENSG00000231257","XM_005275191","ATAT1"
"ENSG00000231257","XM_005249420","ATAT1"
"ENSG00000164587","XM_005268495","RPS14"
"ENSG00000231257","XM_005275614","ATAT1"
"ENSG00000231257","XM_005275483","ATAT1"
"ENSG00000231257","XM_005275310","ATAT1"
"ENSG00000231257","XM_005275188","ATAT1"
"ENSG00000231257","XM_005275053","ATAT1"
"ENSG00000231257","XM_005272898","ATAT1"
"ENSG00000231257","XM_005249417","ATAT1"
"ENSG00000116017","XM_005259515","ARID3A"
"ENSG00000116017","XM_005259514","ARID3A"
"ENSG00000116017","XM_005259512","ARID3A"
"ENSG00000116017","XM_005259513","ARID3A"
"ENSG00000104774","XM_005259913","MAN2B1"
"ENSG00000108406","XM_003846599","DHX40"
"ENSG00000133997","XM_005267245","MED6"
"ENSG00000133997","XM_005267246","MED6"
"ENSG00000060688","XM_005271348","SNRNP40"
"ENSG00000103121","XM_005256059","CMC2"
"ENSG00000204574","XM_005275224","ABCF1"
"ENSG00000204574","XM_005275085","ABCF1"
"ENSG00000204574","XM_005248954","ABCF1"
"ENSG00000103121","XM_005256056","CMC2"
"ENSG00000153898","XM_005270719","MCOLN2"
"ENSG00000096171","XM_005275021","VARS"
"ENSG00000096171","XM_005272869","VARS"
"ENSG00000096171","XM_005249362","VARS"
"ENSG00000006744","XM_005256748","ELAC2"
"ENSG00000006744","XM_005256747","ELAC2"
"ENSG00000006744","XM_005256746","ELAC2"
"ENSG00000196781","XM_005252166","TLE1"
"ENSG00000196781","XM_005252160","TLE1"
"ENSG00000196781","XM_005252158","TLE1"
"ENSG00000115875","XM_005264484","SRSF7"
"ENSG00000115875","XM_005264486","SRSF7"
"ENSG00000231135","XM_005275632","MDC1"
"ENSG00000231135","XM_005275631","MDC1"
"ENSG00000231135","XM_005275630","MDC1"
"ENSG00000231135","XM_005275629","MDC1"
"ENSG00000145244","XM_005248048","CORIN"
"ENSG00000145244","XM_005248047","CORIN"
"ENSG00000100138","XM_005261620","NHP2L1"
"ENSG00000129474","XM_005268132","AJUBA"
"ENSG00000129474","XM_005268131","AJUBA"
"ENSG00000184208","XM_005261893","C22orf46"
"ENSG00000068650","XM_005268306","ATP11A"
"ENSG00000068650","XM_005268305","ATP11A"
"ENSG00000068650","XM_005268299","ATP11A"
"ENSG00000015592","XM_005273656","STMN4"
"ENSG00000015592","XM_005273654","STMN4"
"ENSG00000015592","XM_005273653","STMN4"
"ENSG00000015592","XM_005273652","STMN4"
"ENSG00000168010","XM_005274376","ATG16L2"
"ENSG00000215114","XM_005251164","UBXN2B"
"ENSG00000168010","XM_005274378","ATG16L2"
"ENSG00000171992","XM_005268368","SYNPO"
"ENSG00000171992","XM_005268371","SYNPO"
"ENSG00000171992","XM_005268370","SYNPO"
"ENSG00000171992","XM_005268369","SYNPO"
"ENSG00000153048","XM_005255230","CARHSP1"
"ENSG00000153048","XM_005255229","CARHSP1"
"ENSG00000153048","XM_005255228","CARHSP1"
"ENSG00000121766","XM_005270932","ZCCHC17"
"ENSG00000162643","XM_005270438","WDR63"
"ENSG00000121766","XM_005270930","ZCCHC17"
"ENSG00000105792","XM_005250600","C7orf63"
"ENSG00000105792","XM_005250599","C7orf63"
"ENSG00000105792","XM_005250596","C7orf63"
"ENSG00000144445","XM_005246328","KANSL1L"
"ENSG00000144445","XM_005246331","KANSL1L"
"ENSG00000144445","XM_005246330","KANSL1L"
"ENSG00000144445","XM_005246329","KANSL1L"
"ENSG00000144445","XM_005246333","KANSL1L"
"ENSG00000144445","XM_005246332","KANSL1L"
"ENSG00000176809","XM_005257331","LRRC37A3"
"ENSG00000166451","XM_005256055","CENPN"
"ENSG00000176809","XM_005257330","LRRC37A3"
"ENSG00000178802","XM_005254386","MPI"
"ENSG00000168818","XM_005247973","STX18"
"ENSG00000168818","XM_005247972","STX18"
"ENSG00000198780","XM_005248479","FAM169A"
"ENSG00000198780","XM_005248480","FAM169A"
"ENSG00000178802","XM_005254388","MPI"
"ENSG00000105792","XM_005250597","C7orf63"
"ENSG00000176809","XM_005257323","LRRC37A3"
"ENSG00000176809","XM_005275821","LRRC37A3"
"ENSG00000163625","XM_005262858","WDFY3"
"ENSG00000163625","XM_005262859","WDFY3"
"ENSG00000087087","XM_005250407","SRRT"
"ENSG00000100802","XM_005267973","C14orf93"
"ENSG00000100802","XM_005267972","C14orf93"
"ENSG00000100802","XM_005267971","C14orf93"
"ENSG00000100802","XM_005267970","C14orf93"
"ENSG00000182263","XM_005246662","FIGN"
"ENSG00000182263","XM_005246661","FIGN"
"ENSG00000172159","XM_005251883","FRMD3"
"ENSG00000172159","XM_005251882","FRMD3"
"ENSG00000087087","XM_005250406","SRRT"
"ENSG00000178802","XM_005254387","MPI"
"ENSG00000087087","XM_005250408","SRRT"
"ENSG00000163625","XM_005262860","WDFY3"
"ENSG00000087087","XM_005250405","SRRT"
"ENSG00000100802","XM_005267975","C14orf93"
"ENSG00000100802","XM_005267976","C14orf93"
"ENSG00000132305","XM_005264112","IMMT"
"ENSG00000132305","XM_005264111","IMMT"
"ENSG00000132305","XM_005264110","IMMT"
"ENSG00000055732","XM_005271003","MCOLN3"
"ENSG00000146282","XM_005248735","RARS2"
"ENSG00000132305","XM_005264109","IMMT"
"ENSG00000132305","XM_005264108","IMMT"
"ENSG00000132305","XM_005264107","IMMT"
"ENSG00000106302","XM_005250238","HYAL4"
"ENSG00000132305","XM_005264114","IMMT"
"ENSG00000132305","XM_005264113","IMMT"
"ENSG00000123297","XM_005268555","TSFM"
"ENSG00000132305","XM_005264115","IMMT"
"ENSG00000138081","XM_005264574","FBXO11"
"ENSG00000166317","XM_005270160","SYNPO2L"
"ENSG00000166317","XM_005270159","SYNPO2L"
"ENSG00000097096","XM_005271256","SYDE2"
"ENSG00000097096","XM_005271255","SYDE2"
"ENSG00000041988","XM_005263532","THAP3"
"ENSG00000137575","XM_005251280","SDCBP"
"ENSG00000131050","XM_005260281","BPIFA2"
"ENSG00000160703","XM_005271669","NLRX1"
"ENSG00000103460","XM_005255893","TOX3"
"ENSG00000102409","XM_005262170","BEX4"
"ENSG00000103460","XM_005255892","TOX3"
"ENSG00000160703","XM_005271672","NLRX1"
"ENSG00000160703","XM_005271670","NLRX1"
"ENSG00000176155","XM_005256345","CCDC57"
"ENSG00000205436","XM_005268210","EXOC3L4"
"ENSG00000006432","XM_005267682","MAP3K9"
"ENSG00000006432","XM_005267684","MAP3K9"
"ENSG00000086589","XM_005268479","RBM22"
"ENSG00000116984","XM_005273142","MTR"
"ENSG00000116984","XM_005273141","MTR"
"ENSG00000116984","XM_005273140","MTR"
"ENSG00000116984","XM_005273145","MTR"
"ENSG00000166454","XM_005255866","ATMIN"
"ENSG00000101639","XM_005258108","CEP192"
"ENSG00000101639","XM_005258107","CEP192"
"ENSG00000116984","XM_005273143","MTR"
"ENSG00000187555","XM_005255565","USP7"
"ENSG00000273079","XM_005253351","GRIN2B"
"ENSG00000082996","XM_005247092","RNF13"
"ENSG00000082996","XM_005247091","RNF13"
"ENSG00000153904","XM_005270708","DDAH1"
"ENSG00000153904","XM_005270707","DDAH1"
"ENSG00000153904","XM_005270710","DDAH1"
"ENSG00000153904","XM_005270709","DDAH1"
"ENSG00000230780","XM_005275366","OR11A1"
"ENSG00000230780","XM_005275090","OR11A1"
"ENSG00000230780","XM_005272789","OR11A1"
"ENSG00000230780","XM_005274844","OR11A1"
"ENSG00000153904","XM_005270706","DDAH1"
"ENSG00000230780","XM_005275365","OR11A1"
"ENSG00000230780","XM_005275089","OR11A1"
"ENSG00000230780","XM_005274934","OR11A1"
"ENSG00000230780","XM_005272788","OR11A1"
"ENSG00000230780","XM_005274843","OR11A1"
"ENSG00000232421","XM_005275518","TUBB"
"ENSG00000232421","XM_005275222","TUBB"
"ENSG00000232421","XM_005275083","TUBB"
"ENSG00000232421","XM_005274926","TUBB"
"ENSG00000232421","XM_005274839","TUBB"
"ENSG00000232421","XM_005248883","TUBB"
"ENSG00000101639","XM_005258109","CEP192"
"ENSG00000176406","XM_005251109","RIMS2"
"ENSG00000179314","XM_005256574","WSCD1"
"ENSG00000179314","XM_005256573","WSCD1"
"ENSG00000179314","XM_005256572","WSCD1"
"ENSG00000165113","XM_005252242","GKAP1"
"ENSG00000165113","XM_005252241","GKAP1"
"ENSG00000165113","XM_005252240","GKAP1"
"ENSG00000116032","XM_003403700","GRIN3B"
"ENSG00000101639","XM_005258110","CEP192"
"ENSG00000144218","XM_005263945","AFF3"
"ENSG00000144218","XM_005263944","AFF3"
"ENSG00000144218","XM_005263943","AFF3"
"ENSG00000144218","XM_005263942","AFF3"
"ENSG00000144218","XM_005263941","AFF3"
"ENSG00000136699","XM_005263705","SMPD4"
"ENSG00000136699","XM_005263704","SMPD4"
"ENSG00000136699","XM_005263701","SMPD4"
"ENSG00000176406","XM_005251110","RIMS2"
"ENSG00000163346","XM_005245361","PBXIP1"
"ENSG00000163346","XM_005245359","PBXIP1"
"ENSG00000139697","XM_005253579","SBNO1"
"ENSG00000139697","XM_005253578","SBNO1"
"ENSG00000139697","XM_005253577","SBNO1"
"ENSG00000139697","XM_005253574","SBNO1"
"ENSG00000139697","XM_005253573","SBNO1"
"ENSG00000139697","XM_005253572","SBNO1"
"ENSG00000139697","XM_005253576","SBNO1"
"ENSG00000139697","XM_005253575","SBNO1"
"ENSG00000007923","XM_005263484","DNAJC11"
"ENSG00000007923","XM_005263483","DNAJC11"
"ENSG00000146909","XM_005249560","NOM1"
"ENSG00000235132","XM_005275527","OR2H1"
"ENSG00000235132","XM_005272791","OR2H1"
"ENSG00000152147","XM_005264568","GEMIN6"
"ENSG00000122877","XM_005269590","EGR2"
"ENSG00000235132","XM_005275528","OR2H1"
"ENSG00000235132","XM_005272792","OR2H1"
"ENSG00000004777","XM_005258489","ARHGAP33"
"ENSG00000163346","XM_005245358","PBXIP1"
"ENSG00000178761","XM_005254566","FAM219B"
"ENSG00000178761","XM_005254564","FAM219B"
"ENSG00000142910","XM_005271108","TINAGL1"
"ENSG00000142910","XM_005271107","TINAGL1"
"ENSG00000148572","XM_005269722","NRBF2"
"ENSG00000148572","XM_005269721","NRBF2"
"ENSG00000172650","XM_005276381","AGAP5"
"ENSG00000172650","XM_005276380","AGAP5"
"ENSG00000172650","XM_003846493","AGAP5"
"ENSG00000172650","XM_005277649","AGAP5"
"ENSG00000172650","XM_005270121","AGAP5"
"ENSG00000172650","XM_005270120","AGAP5"
"ENSG00000172650","XM_005270119","AGAP5"
"ENSG00000172650","XM_005270116","AGAP5"
"ENSG00000172650","XM_005270115","AGAP5"
"ENSG00000172650","XM_005271800","AGAP5"
"ENSG00000172650","XM_005271799","AGAP5"
"ENSG00000104228","XM_005273452","TRIM35"
"ENSG00000004777","XM_005258490","ARHGAP33"
"ENSG00000229074","XM_003119291","HLA-DRB1"
"ENSG00000229074","XM_003119259","HLA-DRB1"
"ENSG00000104228","XM_005273453","TRIM35"
"ENSG00000182087","XM_005259678","TMEM259"
"ENSG00000004777","XM_005258488","ARHGAP33"
"ENSG00000004777","XM_005258487","ARHGAP33"
"ENSG00000163359","XM_005246067","COL6A3"
"ENSG00000135336","XM_005248704","ORC3"
"ENSG00000142910","XM_005271109","TINAGL1"
"ENSG00000119720","XM_005267794","NRDE2"
"ENSG00000120063","XM_005256956","GNA13"
"ENSG00000120063","XM_005256957","GNA13"
"ENSG00000166455","XM_005255792","C16orf46"
"ENSG00000163359","XM_005246068","COL6A3"
"ENSG00000135336","XM_005248706","ORC3"
"ENSG00000135336","XM_005248705","ORC3"
"ENSG00000166455","XM_005255791","C16orf46"
"ENSG00000166455","XM_005255790","C16orf46"
"ENSG00000165115","XM_005252092","KIF27"
"ENSG00000165115","XM_005252091","KIF27"
"ENSG00000151468","XM_005252626","CCDC3"
"ENSG00000163359","XM_005246066","COL6A3"
"ENSG00000163359","XM_005246065","COL6A3"
"ENSG00000119720","XM_005267793","NRDE2"
"ENSG00000100147","XM_005261748","CCDC134"
"ENSG00000131080","XM_005262285","EDA2R"
"ENSG00000225890","XM_005276080","HLA-DQA1"
"ENSG00000225890","XM_005275109","HLA-DQA1"
"ENSG00000225890","XM_005275108","HLA-DQA1"
"ENSG00000225890","XM_005274954","HLA-DQA1"
"ENSG00000225890","XM_005274953","HLA-DQA1"
"ENSG00000225890","XM_005276081","HLA-DQA1"
"ENSG00000225890","XM_003120269","HLA-DQA1"
"ENSG00000140905","XM_003960892","GCSH"
"ENSG00000136699","XM_005263698","SMPD4"
"ENSG00000124787","XM_005248820","RPP40"
"ENSG00000171681","XM_005253426","ATF7IP"
"ENSG00000171681","XM_005253428","ATF7IP"
"ENSG00000171681","XM_005253424","ATF7IP"
"ENSG00000171681","XM_005253423","ATF7IP"
"ENSG00000137478","XM_005274414","FCHSD2"
"ENSG00000136699","XM_005263702","SMPD4"
"ENSG00000135407","XM_005268575","AVIL"
"ENSG00000137478","XM_005274413","FCHSD2"
"ENSG00000171681","XM_005253429","ATF7IP"
"ENSG00000171681","XM_005253425","ATF7IP"
"ENSG00000126217","XM_005268314","MCF2L"
"ENSG00000126217","XM_005268310","MCF2L"
"ENSG00000147647","XM_005250819","DPYS"
"ENSG00000135373","XM_005252860","EHF"
"ENSG00000135373","XM_005252859","EHF"
"ENSG00000135373","XM_005252858","EHF"
"ENSG00000135373","XM_005252857","EHF"
"ENSG00000126217","XM_005268316","MCF2L"
"ENSG00000126217","XM_005268315","MCF2L"
"ENSG00000135373","XM_005252862","EHF"
"ENSG00000234258","XM_005274974","HSPA1L"
"ENSG00000234258","XM_005274973","HSPA1L"
"ENSG00000234258","XM_005274972","HSPA1L"
"ENSG00000234258","XM_005274971","HSPA1L"
"ENSG00000234258","XM_005274970","HSPA1L"
"ENSG00000234258","XM_005249074","HSPA1L"
"ENSG00000234258","XM_005249073","HSPA1L"
"ENSG00000234258","XM_005249072","HSPA1L"
"ENSG00000234258","XM_005249071","HSPA1L"
"ENSG00000234258","XM_005249070","HSPA1L"
"ENSG00000064666","XM_005259496","CNN2"
"ENSG00000185215","XM_005268036","TNFAIP2"
"ENSG00000234475","XM_005249067","HSPA1A"
"ENSG00000141367","XM_005257012","CLTC"
"ENSG00000141367","XM_005257011","CLTC"
"ENSG00000164935","XM_005251075","DCSTAMP"
"ENSG00000185862","XM_005257946","EVI2B"
"ENSG00000129221","XM_005256583","AIPL1"
"ENSG00000126217","XM_005268308","MCF2L"
"ENSG00000121764","XM_005270789","HCRTR1"
"ENSG00000129221","XM_005256584","AIPL1"
"ENSG00000129221","XM_005256585","AIPL1"
"ENSG00000169258","XM_005265806","GPRIN1"
"ENSG00000129221","XM_005256587","AIPL1"
"ENSG00000248712","XM_005271516","CCDC153"
"ENSG00000176986","XM_005270293","SEC24C"
"ENSG00000230143","XM_005275502","FLOT1"
"ENSG00000230143","XM_005275335","FLOT1"
"ENSG00000230143","XM_005274909","FLOT1"
"ENSG00000230143","XM_005272759","FLOT1"
"ENSG00000108039","XM_005270144","XPNPEP1"
"ENSG00000231555","XM_005274969","HSPA1B"
"ENSG00000129317","XM_005269167","PUS7L"
"ENSG00000129317","XM_005269166","PUS7L"
"ENSG00000129317","XM_005269168","PUS7L"
"ENSG00000138639","XM_005263263","ARHGAP24"
"ENSG00000138639","XM_005263264","ARHGAP24"
"ENSG00000133019","XM_005273032","CHRM3"
"ENSG00000133019","XM_005273035","CHRM3"
"ENSG00000133019","XM_005273031","CHRM3"
"ENSG00000133019","XM_005273034","CHRM3"
"ENSG00000133019","XM_005273033","CHRM3"
"ENSG00000177200","XM_005256172","CHD9"
"ENSG00000110395","XM_005271718","CBL"
"ENSG00000177200","XM_005256176","CHD9"
"ENSG00000177200","XM_005256175","CHD9"
"ENSG00000177200","XM_005256174","CHD9"
"ENSG00000177200","XM_005256173","CHD9"
"ENSG00000177200","XM_005256170","CHD9"
"ENSG00000177200","XM_005256169","CHD9"
"ENSG00000177200","XM_005256168","CHD9"
"ENSG00000175591","XM_005274021","P2RY2"
"ENSG00000175591","XM_005274019","P2RY2"
"ENSG00000170442","XM_005268868","KRT86"
"ENSG00000170442","XM_005268867","KRT86"
"ENSG00000170442","XM_005268866","KRT86"
"ENSG00000101391","XM_005260434","CDK5RAP1"
"ENSG00000175591","XM_005274020","P2RY2"
"ENSG00000126218","XM_005268298","F10"
"ENSG00000183454","XM_005255267","GRIN2A"
"ENSG00000100731","XM_005267423","PCNX"
"ENSG00000131408","XM_005259196","NR1H2"
"ENSG00000123992","XM_005246434","DNPEP"
"ENSG00000123992","XM_005246432","DNPEP"
"ENSG00000123992","XM_005246431","DNPEP"
"ENSG00000123992","XM_005246429","DNPEP"
"ENSG00000177200","XM_005256171","CHD9"
"ENSG00000123992","XM_005246435","DNPEP"
"ENSG00000155816","XM_005273200","FMN2"
"ENSG00000080200","XM_005247117","CRYBG3"
"ENSG00000115290","XM_005246477","GRB14"
"ENSG00000171604","XM_005268463","CXXC5"
"ENSG00000171604","XM_005268462","CXXC5"
"ENSG00000171604","XM_005268461","CXXC5"
"ENSG00000237095","XM_005275324","MDC1"
"ENSG00000237095","XM_005275323","MDC1"
"ENSG00000237095","XM_005275322","MDC1"
"ENSG00000237095","XM_005275321","MDC1"
"ENSG00000237095","XM_005275198","MDC1"
"ENSG00000237095","XM_005275197","MDC1"
"ENSG00000237095","XM_005275196","MDC1"
"ENSG00000237095","XM_005272912","MDC1"
"ENSG00000237095","XM_005272911","MDC1"
"ENSG00000237095","XM_005272910","MDC1"
"ENSG00000237095","XM_005272909","MDC1"
"ENSG00000237095","XM_005249496","MDC1"
"ENSG00000237095","XM_005249493","MDC1"
"ENSG00000237095","XM_005249492","MDC1"
"ENSG00000107959","XM_005252345","PITRM1"
"ENSG00000180875","XM_005273226","GREM2"
"ENSG00000123992","XM_005246430","DNPEP"
"ENSG00000237095","XM_005275635","MDC1"
"ENSG00000237095","XM_005275327","MDC1"
"ENSG00000237095","XM_005275200","MDC1"
"ENSG00000237095","XM_005272915","MDC1"
"ENSG00000237095","XM_005249498","MDC1"
"ENSG00000171631","XM_005274023","P2RY6"
"ENSG00000225824","XM_003960955","HLA-DQB1"
"ENSG00000171631","XM_005274022","P2RY6"
"ENSG00000225824","XM_005276083","HLA-DQB1"
"ENSG00000171988","XM_005269627","JMJD1C"
"ENSG00000171988","XM_005269625","JMJD1C"
"ENSG00000171988","XM_005269624","JMJD1C"
"ENSG00000171988","XM_005269622","JMJD1C"
"ENSG00000100664","XM_005267395","EIF5"
"ENSG00000198668","XM_005268091","CALM1"
"ENSG00000198668","XM_005268090","CALM1"
"ENSG00000161270","XM_005258961","NPHS1"
"ENSG00000171988","XM_005269626","JMJD1C"
"ENSG00000171988","XM_005269623","JMJD1C"
"ENSG00000171988","XM_005269621","JMJD1C"
"ENSG00000009335","XM_005249564","UBE3C"
"ENSG00000009335","XM_005249563","UBE3C"
"ENSG00000198515","XM_005248050","CNGA1"
"ENSG00000229493","XM_005275386","HLA-DQB2"
"ENSG00000229493","XM_005275111","HLA-DQB2"
"ENSG00000198515","XM_005248049","CNGA1"
"ENSG00000092931","XM_005257661","MFSD11"
"ENSG00000120899","XM_005273447","PTK2B"
"ENSG00000165119","XM_005251960","HNRNPK"
"ENSG00000183955","XM_005253571","SETD8"
"ENSG00000165119","XM_005251961","HNRNPK"
"ENSG00000049246","XM_005263530","PER3"
"ENSG00000049246","XM_005263529","PER3"
"ENSG00000049246","XM_005263528","PER3"
"ENSG00000049246","XM_005263527","PER3"
"ENSG00000049246","XM_005263522","PER3"
"ENSG00000049246","XM_005263521","PER3"
"ENSG00000049246","XM_005263520","PER3"
"ENSG00000049246","XM_005263523","PER3"
"ENSG00000082438","XM_005246391","COBLL1"
"ENSG00000082438","XM_005246390","COBLL1"
"ENSG00000082438","XM_005246389","COBLL1"
"ENSG00000082438","XM_005246388","COBLL1"
"ENSG00000184209","XM_005253546","SNRNP35"
"ENSG00000184209","XM_005253545","SNRNP35"
"ENSG00000206235","XM_005275447","TAP2"
"ENSG00000206235","XM_005275154","TAP2"
"ENSG00000070087","XM_005247527","PFN2"
"ENSG00000134363","XM_005248401","FST"
"ENSG00000146005","XM_005268523","PSD2"
"ENSG00000134363","XM_005248403","FST"
"ENSG00000122417","XM_005271057","ODF2L"
"ENSG00000214113","XM_005249238","LYRM4"
"ENSG00000129680","XM_005262474","MAP7D3"
"ENSG00000214113","XM_005249239","LYRM4"
"ENSG00000129680","XM_005262473","MAP7D3"
"ENSG00000129680","XM_005262472","MAP7D3"
"ENSG00000182901","XM_005273222","RGS7"
"ENSG00000182901","XM_005273221","RGS7"
"ENSG00000198001","XM_005268946","IRAK4"
"ENSG00000198001","XM_005268944","IRAK4"
"ENSG00000198001","XM_005268943","IRAK4"
"ENSG00000178966","XM_005252214","RMI1"
"ENSG00000178966","XM_005252213","RMI1"
"ENSG00000178966","XM_005252216","RMI1"
"ENSG00000178966","XM_005252212","RMI1"
"ENSG00000178966","XM_005252215","RMI1"
"ENSG00000178966","XM_005252211","RMI1"
"ENSG00000152953","XM_005247983","STK32B"
"ENSG00000152953","XM_005247982","STK32B"
"ENSG00000152953","XM_005247981","STK32B"
"ENSG00000152953","XM_005247980","STK32B"
"ENSG00000132313","XM_005264361","MRPL35"
"ENSG00000234674","XM_005275588","TCF19"
"ENSG00000234674","XM_005275450","TCF19"
"ENSG00000234674","XM_005275449","TCF19"
"ENSG00000176928","XM_005248530","GCNT4"
"ENSG00000176928","XM_005248533","GCNT4"
"ENSG00000176928","XM_005248529","GCNT4"
"ENSG00000176928","XM_005248532","GCNT4"
"ENSG00000176928","XM_005248531","GCNT4"
"ENSG00000198001","XM_005268949","IRAK4"
"ENSG00000164465","XM_005266942","DCBLD1"
"ENSG00000164465","XM_005266941","DCBLD1"
"ENSG00000132004","XM_005260095","FBXW9"
"ENSG00000100167","XM_005261685","SEPT3"
"ENSG00000182901","XM_005273219","RGS7"
"ENSG00000122417","XM_005271054","ODF2L"
"ENSG00000122417","XM_005271058","ODF2L"
"ENSG00000167173","XM_005254551","C15orf39"
"ENSG00000153815","XM_005256182","CMIP"
"ENSG00000153815","XM_005256181","CMIP"
"ENSG00000153815","XM_005256180","CMIP"
"ENSG00000153815","XM_005256179","CMIP"
"ENSG00000167173","XM_005254552","C15orf39"
"ENSG00000112941","XM_005248234","PAPD7"
"ENSG00000133142","XM_005262192","TCEAL4"
"ENSG00000084636","XM_005270483","COL16A1"
"ENSG00000084636","XM_005270482","COL16A1"
"ENSG00000126226","XM_005268324","PCID2"
"ENSG00000101400","XM_005260517","SNTA1"
"ENSG00000131242","XM_005258045","RAB11FIP4"
"ENSG00000133142","XM_005262194","TCEAL4"
"ENSG00000126226","XM_005268323","PCID2"
"ENSG00000126226","XM_005268322","PCID2"
"ENSG00000129195","XM_005256704","FAM64A"
"ENSG00000169083","XM_005262264","AR"
"ENSG00000062822","XM_005259007","POLD1"
"ENSG00000062822","XM_005259006","POLD1"
"ENSG00000170523","XM_005268864","KRT83"
